The Book of Mormon ||| El Libro de Mormón
9 And all the people shall know , even Ephraim and the inhabitants of Samaria , that say in the pride and stoutness of heart : ||| 9 Y la sabrá todo el pueblo , hasta Efraín y los habitantes de Samaria , que con soberbia y altivez de corazón dicen :
10 The bricks are fallen down , but we will build with hewn stones ; the sycamores are cut down , but we will change them into cedars . ||| 10 Los ladrillos han caído , mas construiremos con piedra labrada ; derribados han sido los sicómoros , mas los repondremos con cedros .
11 Therefore the Lord shall set up the adversaries of Rezin against him , and join his enemies together ; ||| 11 Por lo tanto , el Señor dispondrá a los adversarios de Rezín contra él , y juntará a sus enemigos ;
12 The Syrians before and the Philistines behind ; and they shall devour Israel with open mouth . For all this his anger is not turned away , but his hand is stretched out still . ||| 12 los sirios por delante y los filisteos por detrás , y a boca llena devorarán a Israel . Con todo esto , no se ha mitigado su ira , sino que su mano aún está extendida .
13 For the people turneth not unto him that smiteth them , neither do they seek the Lord of Hosts . ||| 13 Pero el pueblo no se vuelve hacia aquel que lo castiga , ni busca al Señor de los Ejércitos .
14 Therefore will the Lord cut off from Israel head and tail , branch and rush in one day . ||| 14 Por tanto , el Señor cortará de Israel cabeza y cola , rama y caña , en un mismo día .
15 The ancient , he is the head ; and the prophet that teacheth lies , he is the tail . ||| 15 El anciano es la cabeza ; y el profeta que enseña mentiras es la cola .
16 For the leaders of this people cause them to err ; and they that are led of them are destroyed . ||| 16 Porque los caudillos de este pueblo lo hacen errar ; y los que ellos guían son destruidos .
17 Therefore the Lord shall have no joy in their young men , neither shall have mercy on their fatherless and widows ; for every one of them is a hypocrite and an evildoer , and every mouth speaketh folly . For all this his anger is not turned away , but his hand is stretched out still . ||| 17 Por tanto , el Señor no se complacerá en sus jóvenes , ni de sus huérfanos y viudas tendrá misericordia ; porque todos son hipócritas y malhechores , y toda boca habla necedades . Con todo esto , no se ha mitigado su ira , sino que su mano aún está extendida .
18 For wickedness burneth as the fire ; it shall devour the briers and thorns , and shall kindle in the thickets of the forests , and they shall mount up like the lifting up of smoke . ||| 18 Porque la maldad quema como fuego ; devorará los cardos y espinas ; y levantará llama en lo espeso de los bosques , y ascenderán como humo en remolinos .
19 Through the wrath of the Lord of Hosts is the land darkened , and the people shall be as the fuel of the fire ; no man shall spare his brother . ||| 19 Por la ira del Señor de los Ejércitos se obscurecerá la tierra , y el pueblo será como pábulo de fuego ; nadie tendrá piedad de su hermano .
20 And he shall snatch on the right hand and be hungry ; and he shall eat on the left hand and they shall not be satisfied ; they shall eat every man the flesh of his own arm — ||| 20 Y el hombre arrebatará a su diestra , y sentirá hambre ; y comerá a su siniestra , y no quedará satisfecho ; cada cual comerá la carne de su propio brazo :
21 Manasseh , Ephraim ; and Ephraim , Manasseh ; they together shall be against Judah . For all this his anger is not turned away , but his hand is stretched out still . ||| 21 Manasés a Efraín , y Efraín a Manasés ; y ambos estarán contra Judá . Con todo esto , no se ha mitigado su ira , sino que su mano aún está extendida .
Chapter 20 ||| Capítulo 20
The destruction of Assyria is a type of the destruction of the wicked at the Second Coming — Few people will be left after the Lord comes again — The remnant of Jacob will return in that day — Compare Isaiah 10. About 559–545  B . C . ||| La destrucción de Asiria es un símbolo de la destrucción de los inicuos a la Segunda Venida  — Pocas personas quedarán después que el Señor venga de nuevo  — El resto de los de Jacob volverán en ese día  — Compárese con Isaías 10. Aproximadamente 559–545  a . C .
1 Wo unto them that decree unrighteous decrees , and that write grievousness which they have prescribed ; ||| 1 ¡ Ay de aquellos que establecen decretos injustos y ponen por escrito la opresión que prescriben ,
2 To turn away the needy from judgment , and to take away the right from the poor of my people , that widows may be their prey , and that they may rob the fatherless ! ||| 2 para apartar del juicio a los necesitados y para quitar el derecho a los pobres de mi pueblo ; para que las viudas sean su presa y para robar a los huérfanos !
3 And what will ye do in the day of visitation , and in the desolation which shall come from far ? to whom will ye flee for help ? and where will ye leave your glory ? ||| 3 ¿ Y qué haréis en el día de la visitación , y en la desolación que vendrá de lejos ? ¿ A quién iréis para que os ayude ? ¿ En dónde dejaréis vuestra gloria ?
4 Without me they shall bow down under the prisoners , and they shall fall under the slain . For all this his anger is not turned away , but his hand is stretched out still . ||| 4 Sin mí se doblegarán ante los cautivos , y entre los muertos caerán . Con todo esto , no se ha mitigado su ira , sino que su mano aún está extendida .
5 O Assyrian , the rod of mine anger , and the staff in their hand is their indignation . ||| 5 ¡ Oh asirio , la vara de mi ira , y el báculo en su mano es su indignación !
6 I will send him against a hypocritical nation , and against the people of my wrath will I give him a charge to take the spoil , and to take the prey , and to tread them down like the mire of the streets . ||| 6 Lo enviaré contra una nación hipócrita , y contra el pueblo de mi ira le encargaré que se lleve los despojos , y arrebate la presa , y los pise como el lodo de las calles .
7 Howbeit he meaneth not so , neither doth his heart think so ; but in his heart it is to destroy and cut off nations not a few . ||| 7 Aunque no es tal su designio , ni en su corazón lo piensa así ; en su corazón solo está el destruir y exterminar naciones no pocas .
8 For he saith : Are not my princes altogether kings ? ||| 8 Pues dice : ¿ No son reyes todos mis príncipes ?
9 Is not Calno as Carchemish ? Is not Hamath as Arpad ? Is not Samaria as Damascus ? ||| 9 ¿ No es Calno como Carquemis , Hamat como Arfad , y Samaria como Damasco ?
10 As my hand hath founded the kingdoms of the idols , and whose graven images did excel them of Jerusalem and of Samaria ; ||| 10 Así como mi mano ha fundado los reinos de los ídolos , y cuyas imágenes grabadas han sobrepujado a las de Jerusalén y a las de Samaria ,
11 Shall I not , as I have done unto Samaria and her idols , so do to Jerusalem and to her idols ? ||| 11 ¿ no haré con Jerusalén y sus ídolos como hice a Samaria y sus ídolos ?
12 Wherefore it shall come to pass that when the Lord hath performed his whole work upon Mount Zion and upon Jerusalem , I will punish the fruit of the stout heart of the king of Assyria , and the glory of his high looks . ||| 12 Por tanto , sucederá que cuando el Señor haya ejecutado su obra completa sobre el monte de Sion y Jerusalén , yo castigaré el fruto del soberbio corazón del rey de Asiria y la gloria de su altiva mirada .
13 For he saith : By the strength of my hand and by my wisdom I have done these things ; for I am prudent ; and I have moved the borders of the people , and have robbed their treasures , and I have put down the inhabitants like a valiant man ; ||| 13 Porque dice : Mediante el poder de mi mano he hecho estas cosas , y con mi sabiduría , pues soy prudente ; y he quitado los confines de los pueblos , y les he saqueado sus tesoros y he derribado , como hombre valiente , a los habitantes ;
14 And my hand hath found as a nest the riches of the people ; and as one gathereth eggs that are left have I gathered all the earth ; and there was none that moved the wing , or opened the mouth , or peeped . ||| 14 y mi mano halló , cual nido , las riquezas del pueblo ; y como se recogen los huevos abandonados , así recogí de toda la tierra ; y no hubo quien moviese el ala , ni abriese la boca , ni piase .
15 Shall the ax boast itself against him that heweth therewith ? Shall the saw magnify itself against him that shaketh it ? As if the rod should shake itself against them that lift it up , or as if the staff should lift up itself as if it were no wood ! ||| 15 ¿ Se jactará el hacha contra aquel que con ella corta ? ¿ Se exaltará la sierra contra el que la mueve ? ¡ Como si se enalteciese la vara contra aquel que la levanta , o se engrandeciese el bastón como si no fuera palo !
16 Therefore shall the Lord , the Lord of Hosts , send among his fat ones , leanness ; and under his glory he shall kindle a burning like the burning of a fire . ||| 16 Por tanto , el Señor , el Señor de los Ejércitos , enviará flaqueza entre sus robustos ; y bajo su gloria encenderá una llama , como llama de fuego .
17 And the light of Israel shall be for a fire , and his Holy One for a flame , and shall burn and shall devour his thorns and his briers in one day ; ||| 17 Y la luz de Israel será por fuego , y su Santo por llama , y quemarán y abrasarán en un día sus cardos y espinas ;
18 And shall consume the glory of his forest , and of his fruitful field , both soul and body ; and they shall be as when a standard - bearer fainteth . ||| 18 y consumirán la gloria de su bosque y de su campo fructífero , alma y cuerpo ; y serán como el desfallecimiento de un abanderado .
